# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-s" "2" "-p" "-B" "-C" "-t" "exon" "-g" "gene_name" "-a" "/scratch/evt82290/MappingOutputs/RNAseq_split/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.flipped.gtf" "-o" "/scratch/evt82290/MappingOutputs/RNAseq_split/counts/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140.antisense.txt" "/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam
NCU04174	CM002240.1;CM002240.1	5089345;5090053	5089959;5090539	+;+	1102	12
NCU04175	CM002240.1;CM002240.1	5090788;5091766	5091589;5092697	-;-	1734	8
NCU04176	CM002240.1;CM002240.1	5092761;5095630	5095571;5095869	+;+	3051	20
NCU04177	CM002240.1;CM002240.1;CM002240.1	5096108;5096312;5096539	5096244;5096476;5096955	-;-;-	719	4
NCU14084	CM002240.1	5107147	5108525	-	1379	20
sah-1	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5114339;5115639;5115904;5116142	5115590;5115848;5116077;5117351	-;-;-;-	2846	2
NCU15127	CM002240.1	5117869	5117940	-	72	2
NCU04180	CM002240.1;CM002240.1	5118590;5119788	5119729;5120150	+;+	1503	20
tom7	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5120314;5120444;5120444;5120988;5120988;5120988;5121086;5121086;5121086;5121195;5121195;5121195;5121339;5121343	5120909;5120909;5120909;5121024;5121024;5121024;5121114;5121114;5121114;5121283;5121400;5121283;5121400;5121433	+;+;+;+;+;+;+;+;+;+;+;+;+;+	901	4
NCU04182	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5121706;5121706;5121986;5121986;5123752	5121909;5121909;5124044;5123691;5124044	-;-;-;-;-	2263	41
prk-1	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5131989;5133223;5134187;5134187;5134395;5134395;5134865;5134865;5135098;5135098;5135241;5135241;5135657;5135657;5136128;5136128	5132331;5133901;5134325;5134325;5134798;5134798;5135037;5135037;5135181;5135181;5135589;5135589;5136055;5136055;5137468;5137468	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3911	3
NCU04187	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5137907;5138282;5138827;5139963	5138132;5138754;5139907;5141119	-;-;-;-	2937	52
NCU04188	CM002240.1;CM002240.1;CM002240.1	5141014;5142041;5142589	5141849;5142399;5143092	+;+;+	1699	85
cot-2	CM002240.1;CM002240.1;CM002240.1	5143236;5145739;5145862	5145668;5145782;5146931	+;+;+	3547	76
NCU04190	CM002240.1;CM002240.1	5150381;5151299	5151223;5154171	+;+	3716	0
NCU04191	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5154376;5154609;5154927;5155055;5155116;5155281;5155528;5155913	5154552;5154851;5154986;5155062;5155210;5155451;5155827;5156187	-;-;-;-;-;-;-;-	1329	0
NCU17026	CM002240.1	5156416	5157362	-	947	0
NCU04192	CM002240.1;CM002240.1;CM002240.1	5158477;5158987;5159388	5158890;5159329;5160714	-;-;-	2084	30
NCU04193	CM002240.1;CM002240.1	5160834;5161528	5161438;5162557	+;+	1635	10
NCU04194	CM002240.1;CM002240.1	5162820;5163643	5163592;5165357	-;-	2488	12
NCU04195	CM002240.1;CM002240.1;CM002240.1	5165352;5166846;5167075	5166764;5167010;5168233	+;+;+	2737	12
NCU04196	CM002240.1	5168281	5170309	+	2029	1241
NCU04197	CM002240.1;CM002240.1;CM002240.1	5171516;5171712;5172137	5171623;5172030;5172309	-;-;-	600	55
cac-1	CM002240.1;CM002240.1;CM002240.1	5172704;5173894;5175336	5173833;5175267;5176060	+;+;+	3229	78
NCU04199	CM002240.1	5176750	5179200	+	2451	9
NCU04201	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5184524;5185038;5185283;5187219;5187366;5187717	5184924;5185072;5187159;5187308;5187660;5189054	-;-;-;-;-;-	4036	4
NCU15128	CM002240.1	5189615	5189696	+	82	0
ndk-1	CM002240.1;CM002240.1;CM002240.1	5190060;5190975;5191460	5190908;5191284;5192136	+;+;+	1836	16
gh31-2	CM002240.1;CM002240.1	5192556;5193075	5193006;5196322	-;-	3699	88
NCU04205	CM002240.1	5197612	5199203	-	1592	129
NCU04206	CM002240.1	5199017	5200536	+	1520	503
NCU04207	CM002240.1;CM002240.1	5200815;5202280	5202226;5204180	+;+	3313	54
NCU04208	CM002240.1	5205372	5208662	+	3291	2
NCU04209	CM002240.1;CM002240.1;CM002240.1	5209849;5210002;5210523	5209933;5210423;5210762	-;-;-	747	513
NCU04211	CM002240.1;CM002240.1;CM002240.1	5213973;5214468;5214680	5214377;5214623;5215810	+;+;+	1692	74
NCU04212	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5216806;5216806;5217547;5219359;5219359;5219539;5219539;5220278;5220278	5217451;5219288;5219288;5219463;5219463;5220221;5220221;5220927;5220927	+;+;+;+;+;+;+;+;+	3921	104
NCU04213	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5221189;5221491;5221707;5221968	5221326;5221615;5221799;5222480	-;-;-;-	869	0
NCU04214	CM002240.1	5224133	5224405	+	273	0
ad-7	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5238007;5238587;5238703;5239069;5240220	5238523;5238645;5239014;5240052;5241064	+;+;+;+;+	2717	2
NCU15129	CM002240.1	5242248	5242319	+	72	0
NCU04218	CM002240.1;CM002240.1	5244451;5245379	5245140;5246447	-;-	1759	34
NCU04219	CM002240.1;CM002240.1	5248154;5248296	5248233;5250408	-;-	2193	709
tre-2	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5253489;5254326;5254458;5254658;5256497	5254259;5254392;5254582;5256402;5257058	-;-;-;-;-	3270	18
NCU04222	CM002240.1	5260169	5262975	-	2807	2
NCU04223	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5264728;5265371;5266087;5266933	5265305;5266014;5266832;5267875	+;+;+;+	2911	0
NCU04224	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5271805;5271805;5272535;5272907;5272907;5273207;5273207	5272832;5272377;5272832;5273139;5273139;5274172;5274172	-;-;-;-;-;-;-	2227	6
NCU04225	CM002240.1	5274411	5277065	+	2655	20
NCU04226	CM002240.1;CM002240.1;CM002240.1	5274568;5277041;5277701	5276927;5277607;5277776	-;-;-	3003	1213
NCU04227	CM002240.1;CM002240.1	5278577;5279589	5279215;5283048	-;-	4099	1498
NCU04228	CM002240.1	5281786	5283163	+	1378	12
csa	CM002240.1	5283566	5287645	-	4080	0
acu-3	CM002240.1;CM002240.1;CM002240.1	5289251;5290373;5290595	5290302;5290528;5292173	-;-;-	2787	0
NCU04231	CM002240.1;CM002240.1	5292629;5292794	5292725;5294790	-;-	2094	4
NCU04232	CM002240.1;CM002240.1;CM002240.1	5294906;5296533;5297208	5296466;5296754;5297571	+;+;+	2147	6
NCU04233	CM002240.1;CM002240.1	5298239;5299801	5299746;5300212	+;+	1920	36
NCU04234	CM002240.1;CM002240.1	5301948;5303965	5303854;5304091	+;+	2034	0
NCU04235	CM002240.1;CM002240.1	5305444;5305905	5305587;5306057	+;+	297	8
NCU04236	CM002240.1;CM002240.1	5308851;5309434	5309388;5310632	+;+	1737	4
NCU17029	CM002240.1;CM002240.1;CM002240.1	5311383;5311608;5311831	5311476;5311775;5311946	+;+;+	378	2
NCU04237	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5313640;5314367;5314466;5314539;5314758;5314983;5315298;5315393;5315754	5314155;5314392;5314476;5314673;5314897;5315234;5315326;5315582;5316040	+;+;+;+;+;+;+;+;+	1586	2
NCU04238	CM002240.1;CM002240.1	5316450;5317488	5317403;5318445	-;-	1912	22
NCU17030	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5319063;5321053;5321335;5322849;5323368	5320985;5321216;5321375;5323301;5324026	+;+;+;+;+	3240	8
NCU04241	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5324486;5324876;5324984;5325061;5325269;5326701	5324810;5324894;5324993;5325186;5326595;5327406	-;-;-;-;-;-	2513	4
prd-6	CM002240.1;CM002240.1	5327537;5332301	5332094;5332820	+;+	5078	8
NCU04243	CM002240.1;CM002240.1;CM002240.1	5332992;5333316;5333838	5333247;5333774;5335126	-;-;-	2004	4
syn-2	CM002240.1;CM002240.1;CM002240.1	5336351;5337143;5337729	5337028;5337670;5338847	-;-;-	2325	2
tom70	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5339948;5340856;5341383;5342471	5340792;5341329;5342352;5343181	+;+;+;+	3000	2
NCU04246	CM002240.1;CM002240.1	5343856;5345018	5344948;5345634	-;-	1710	12
ro-4	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5345839;5346800;5347350;5347765	5346715;5347255;5347664;5348366	-;-;-;-	2250	9
NCU04249	CM002240.1	5351855	5353776	+	1922	2
chs-3	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5359920;5361133;5362981;5363664	5361068;5362928;5363162;5364389	+;+;+;+	3853	0
NCU04252	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5365898;5367239;5367755;5368806	5367172;5367696;5368728;5369240	+;+;+;+	3142	206
NCU04254	CM002240.1;CM002240.1;CM002240.1	5370021;5372338;5372683	5370744;5372534;5378015	-;-;-	6254	6
NCU04255	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5379166;5380775;5381499;5381783;5382089	5380722;5381379;5381716;5381994;5382777	+;+;+;+;+	3281	2
NCU04256	CM002240.1	5384409	5386831	-	2423	2
dap-1	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5389302;5389946;5389946;5390679;5391416;5394528;5394528;5394528	5389969;5394472;5391328;5394472;5394472;5396825;5396825;5396825	-;-;-;-;-;-;-;-	7469	36
stk-27	CM002240.1;CM002240.1	5397036;5398116	5398011;5399700	-;-	2561	14
NCU04260	CM002240.1;CM002240.1	5400354;5401418	5401334;5401913	-;-	1477	32
NCU04261	CM002240.1;CM002240.1	5401686;5402080	5401996;5402917	+;+	1149	147
gh76-2	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5403625;5404693;5404983;5405536	5404619;5404922;5405474;5406022	+;+;+;+	2204	12
NCU04264	CM002240.1;CM002240.1;CM002240.1	5420669;5422350;5424749	5422297;5424125;5426873	-;-;-	5530	29794
inv	CM002240.1	5424497	5426871	+	2375	30
NCU04266	CM002240.1;CM002240.1	5429595;5429921	5429848;5430486	-;-	820	6
NCU04267	CM002240.1;CM002240.1	5430549;5431636	5431575;5432426	+;+	1818	58
NCU04268	CM002240.1;CM002240.1	5433816;5435670	5435588;5436450	+;+	2554	32
NCU04269	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5436819;5436819;5436819;5437703;5438007;5438126;5438126;5439297;5439297;5439297;5440219;5440219;5440219	5437595;5438068;5437946;5437994;5439239;5439239;5439239;5440166;5440166;5440166;5440700;5440700;5440700	-;-;-;-;-;-;-;-;-;-;-;-;-	3773	0
NCU04270	CM002240.1;CM002240.1	5443265;5445046	5444982;5447322	-;-	3995	20
NCU11098	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5447758;5448313;5448503;5448588	5448169;5448447;5448520;5450274	-;-;-;-	2252	20
NCU04272	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5453542;5453672;5453894;5453894;5454265;5454487;5454487	5453735;5453735;5454393;5453959;5454393;5457423;5457423	-;-;-;-;-;-;-	3631	2
NCU04273	CM002240.1	5457622	5459490	+	1869	4
NCU04274	CM002240.1;CM002240.1	5461671;5462462	5462362;5463949	-;-	2180	0
mus-11	CM002240.1;CM002240.1;CM002240.1	5464383;5464677;5465405	5464588;5465353;5466903	-;-;-	2382	4
NCU04276	CM002240.1;CM002240.1	5467674;5468400	5468277;5469105	+;+	1310	704
thr-4	CM002240.1;CM002240.1;CM002240.1	5470077;5471327;5471682	5471257;5471625;5472343	+;+;+	2142	916
NCU04278	CM002240.1	5473197	5475672	+	2476	6
NCU17031	CM002240.1;CM002240.1;CM002240.1	5475801;5476384;5477268	5475835;5476646;5477619	+;+;+	650	0
stk-28	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5477942;5478349;5478545;5478716;5478925;5479685	5478264;5478486;5478655;5478862;5479593;5481180	-;-;-;-;-;-	2884	123
NCU04280	CM002240.1;CM002240.1;CM002240.1	5481288;5483219;5484164	5483153;5484075;5484368	+;+;+	2928	8
NCU04281	CM002240.1;CM002240.1;CM002240.1	5484669;5485560;5486197	5485485;5486077;5486523	+;+;+	1662	2
NCU04282	CM002240.1;CM002240.1	5488296;5489118	5489058;5489330	+;+	976	16
NCU04283	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5494100;5494100;5494463;5494499;5494672;5494672	5494370;5494358;5494586;5494586;5494912;5494944	+;+;+;+;+;+	668	6
NCU04284	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5494992;5494992;5495571;5495575	5495516;5495516;5496224;5496224	+;+;+;+	1179	22
NCU04285	CM002240.1;CM002240.1;CM002240.1	5497886;5498505;5499146	5498425;5499091;5499495	-;-;-	1477	7
NCU17032	CM002240.1;CM002240.1	5500908;5502268	5501412;5502424	+;+	662	2
NCU04286	CM002240.1;CM002240.1;CM002240.1	5502499;5502956;5503357	5502823;5503125;5503503	+;+;+	642	2
NCU04287	CM002240.1;CM002240.1	5503611;5504681	5504395;5505857	-;-	1962	9
NCU04288	CM002240.1;CM002240.1;CM002240.1	5507413;5508340;5508858	5508268;5508791;5509441	+;+;+	1892	4
NCU04289	CM002240.1;CM002240.1	5509713;5511163	5511109;5512497	+;+	2732	542
NCU04290	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5513494;5513494;5514889;5514889;5516392	5514815;5514815;5517225;5515911;5517225	-;-;-;-;-	3659	12
NCU04291	CM002240.1;CM002240.1	5518068;5520262	5520199;5521469	+;+	3340	0
NCU04292	CM002240.1;CM002240.1	5522933;5524470	5524401;5525365	-;-	2365	0
NCU04293	CM002240.1;CM002240.1;CM002240.1	5525540;5526290;5526973	5526193;5526880;5527669	+;+;+	1942	0
sad-2	CM002240.1;CM002240.1	5529766;5530215	5530136;5533137	-;-	3294	0
NCU04295	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5533866;5535974;5536399;5536765;5536904	5535920;5536341;5536663;5536831;5537344	+;+;+;+;+	3196	0
NCU15625	CM002240.1	5540495	5540596	+	102	4
NCU04297	CM002240.1;CM002240.1;CM002240.1	5541065;5542030;5542900	5541878;5542830;5543309	+;+;+	2025	0
NCU04298	CM002240.1;CM002240.1	5544898;5545251	5545172;5548040	+;+	3065	0
NCU04299	CM002240.1	5549428	5551935	+	2508	0
NCU04300	CM002240.1;CM002240.1	5552101;5553262	5553077;5554055	-;-	1771	20
pex19	CM002240.1;CM002240.1;CM002240.1	5553928;5554387;5555036	5554324;5554977;5555711	+;+;+	1664	32
NCU04302	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5556156;5556762;5556996;5557093	5556690;5556922;5557019;5557597	-;-;-;-	1225	4
NCU04303	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5558713;5559466;5559606;5559771;5559883;5559991;5560213	5559187;5559516;5559631;5559797;5559918;5560139;5562013	-;-;-;-;-;-;-	2565	18
por	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5562346;5563034;5563295;5563683;5564257	5562727;5563156;5563325;5564185;5564796	-;-;-;-;-	1579	10
NCU04305	CM002240.1;CM002240.1	5565057;5566445	5566220;5567010	+;+	1730	14
NCU04306	CM002240.1;CM002240.1;CM002240.1	5566960;5567414;5568604	5567329;5568537;5569041	-;-;-	1932	2
NCU04307	CM002240.1	5569688	5572021	-	2334	0
NCU04308	CM002240.1;CM002240.1	5572043;5572855	5572591;5573267	+;+	962	6
NCU04309	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5573392;5574013;5574148;5574594	5573755;5574042;5574510;5574957	-;-;-;-	1121	8
NCU04310	CM002240.1;CM002240.1	5575946;5579142	5579080;5580487	+;+	4481	2
nudf-1	CM002240.1;CM002240.1;CM002240.1	5582719;5584176;5584417	5584086;5584344;5584660	+;+;+	1781	228
NCU04313	CM002240.1;CM002240.1;CM002240.1	5584945;5585628;5585955	5585569;5585829;5587234	-;-;-	2107	30582
NCU04314	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5587099;5587807;5588040;5588287	5587744;5587972;5588156;5588806	+;+;+;+	1449	46
NCU04315	CM002240.1;CM002240.1;CM002240.1	5589370;5589533;5592216	5589470;5592078;5592715	-;-;-	3147	130
NCU04316	CM002240.1;CM002240.1;CM002240.1	5592737;5594441;5594872	5594386;5594801;5595296	+;+;+	2436	2
NCU04317	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5596205;5596760;5596837;5597080;5597260	5596693;5596777;5596947;5597198;5597535	-;-;-;-;-	1013	2
NCU04318	CM002240.1	5597540	5599260	-	1721	8
NCU15130	CM002240.1	5599284	5599372	+	89	0
NCU04319	CM002240.1;CM002240.1	5599467;5602534	5602447;5602969	+;+	3417	22
NCU04320	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5603202;5604067;5604415;5604583	5604002;5604356;5604523;5605984	-;-;-;-	2602	2
mrc1	CM002240.1;CM002240.1	5606146;5609663	5609610;5610926	-;-	4729	2
NCU04322	CM002240.1;CM002240.1	5612475;5614249	5614186;5614848	+;+	2312	0
NCU04323	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5615105;5615105;5615314;5615314;5615740;5615740	5615233;5615251;5615666;5615666;5616700;5616700	-;-;-;-;-;-	1461	8
NCU04324	CM002240.1;CM002240.1	5616710;5617736	5617660;5618996	+;+	2212	1
NCU04325	CM002240.1	5619353	5622538	-	3186	0
stk-29	CM002240.1;CM002240.1	5625151;5628718	5628660;5630337	-;-	5130	0
NCU04327	CM002240.1;CM002240.1;CM002240.1	5630425;5631101;5633555	5630958;5633471;5633711	+;+;+	3062	38
NCU04328	CM002240.1;CM002240.1;CM002240.1	5633993;5634563;5634677	5634508;5634617;5636551	-;-;-	2446	54
NCU04329	CM002240.1;CM002240.1	5636486;5640575	5640388;5641555	+;+	4884	26
NCU04330	CM002240.1;CM002240.1	5641770;5642449	5641903;5642632	-;-	318	0
crp-4	CM002240.1;CM002240.1;CM002240.1	5647010;5648187;5648417	5648105;5648224;5648594	+;+;+	1312	18
NCU04332	CM002240.1;CM002240.1	5648808;5649136	5649034;5650185	-;-	1277	4
NCU04333	CM002240.1;CM002240.1	5650474;5652993	5652937;5655176	+;+	4648	4
NCU10077	CM002240.1;CM002240.1	5697544;5699460	5699372;5699666	+;+	2036	0
NCU08923	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5715171;5716231;5716369;5716494;5716879	5715764;5716250;5716432;5716823;5717665	-;-;-;-;-	1795	2
acd-2	CM002240.1;CM002240.1	5717918;5718601	5718463;5720492	+;+	2438	4
NCU08925	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5721048;5721950;5722127;5722764	5721187;5722073;5722712;5724160	-;-;-;-	2247	4
NCU08926	CM002240.1;CM002240.1;CM002240.1	5725140;5726406;5732439	5726339;5732369;5733016	-;-;-	7742	10
NCU15131	CM002240.1	5733151	5733222	-	72	0
NCU08927	CM002240.1;CM002240.1;CM002240.1	5733514;5734649;5735000	5734556;5734927;5735438	+;+;+	1761	14
NCU11102	CM002240.1;CM002240.1	5735963;5737300	5737215;5737641	+;+	1595	88
NCU08928	CM002240.1	5737907	5740985	-	3079	0
NCU08929	CM002240.1	5741292	5742380	-	1089	290
nuo21.3a	CM002240.1;CM002240.1;CM002240.1	5742253;5742673;5743380	5742574;5743187;5743936	+;+;+	1394	31
NCU08931	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5744067;5744175;5744524;5745608;5745608;5746228	5744105;5745134;5745134;5746179;5746869;5746689	-;-;-;-;-;-	2261	144
NCU08932	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5747581;5748027;5748224;5748423	5747942;5748155;5748349;5748749	+;+;+;+	944	0
NCU08934	CM002240.1;CM002240.1	5749258;5753181	5753119;5753326	+;+	4008	134
NCU08933	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5749636;5750196;5750789;5750915;5751021;5751251	5750142;5750738;5750857;5750965;5751197;5751468	-;-;-;-;-;-	1565	101
NCU08935	CM002240.1	5753535	5755600	-	2066	14
ccg-15	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5755664;5755900;5757143;5757143;5758079;5758079;5758785	5757075;5757075;5758001;5758001;5758139;5758755;5759137	+;+;+;+;+;+;+	3301	24
NCU08937	CM002240.1;CM002240.1	5760280;5760803	5760386;5761049	-;-	354	6
NCU08938	CM002240.1	5764482	5766382	+	1901	2
NCU08939	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5767719;5768545;5769232;5769334;5769472;5769662	5768469;5769173;5769279;5769414;5769606;5770861	-;-;-;-;-;-	2844	0
qcr7	CM002240.1;CM002240.1	5771454;5772795	5772477;5773175	+;+	1405	8
NCU08941	CM002240.1;CM002240.1	5773825;5775191	5775128;5776438	-;-	2552	0
NCU08942	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5778737;5778998;5779923;5780493	5778930;5779860;5780432;5780768	+;+;+;+	1843	8
NCU08943	CM002240.1;CM002240.1	5781014;5781980	5781925;5782216	+;+	1149	62
NCU08944	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5782504;5782546;5782707;5782720;5783334;5783334	5782595;5782595;5783151;5783151;5784018;5784122	-;-;-;-;-;-	1326	0
NCU08945	CM002240.1;CM002240.1	5784203;5787346	5787091;5787473	+;+	3017	0
NCU08946	CM002240.1;CM002240.1	5787809;5788593	5788515;5789265	+;+	1380	12
qcr8	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5789502;5789800;5790076;5790376	5789663;5789825;5790253;5790740	-;-;-;-	731	2
NCU08948	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5792716;5792716;5793125;5795040;5795040	5794944;5793030;5794944;5795947;5795947	-;-;-;-;-	3137	24
NCU08949	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5797120;5797381;5797381;5797972;5797972;5797972;5798489;5798489	5797542;5797542;5797542;5798425;5798410;5798765;5798765;5798814	-;-;-;-;-;-;-;-	1266	8
NCU08951	CM002240.1;CM002240.1	5798857;5800156	5800048;5800694	+;+	1731	8
NCU08952	CM002240.1;CM002240.1;CM002240.1	5800975;5801465;5802577	5801407;5802517;5803324	-;-;-	2234	0
NCU08953	CM002240.1	5803756	5805213	-	1458	84
NCU08954	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5804957;5805352;5805890;5806262;5806401	5805153;5805746;5806044;5806317;5806936	+;+;+;+;+	1339	20
NCU08955	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5807326;5807326;5808053;5808053;5808260;5808260;5808528;5808528;5808937	5807996;5807996;5808203;5808203;5808470;5808470;5809131;5808869;5809131	+;+;+;+;+;+;+;+;+	1637	6
NCU08956	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5809580;5810162;5810310;5810424;5810547;5810727;5810927	5810085;5810232;5810332;5810482;5810662;5810852;5811882	-;-;-;-;-;-;-	1857	8
NCU14085	CM002240.1;CM002240.1;CM002240.1	5812020;5812577;5812904	5812352;5812627;5813510	+;+;+	991	4
NCU08957	CM002240.1;CM002240.1;CM002240.1	5815581;5818482;5819431	5818405;5819282;5820523	-;-;-	4719	28
NCU17036	CM002240.1;CM002240.1;CM002240.1	5820859;5821070;5821622	5820917;5821301;5821669	-;-;-	339	2
NCU08959	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5821750;5822316;5822771;5822994;5823453	5822257;5822715;5822937;5823382;5823968	+;+;+;+;+	1980	0
NCU17037	CM002240.1;CM002240.1	5824139;5824642	5824585;5824836	+;+	642	5
NCU08960	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5824643;5825274;5825457;5825684	5825031;5825351;5825592;5826543	-;-;-;-	1463	4
NCU17038	CM002240.1	5827563	5828087	+	525	8
NCU08961	CM002240.1;CM002240.1;CM002240.1	5829225;5830565;5832304	5832075;5833708;5834094	+;+;+	4870	16
NCU08962	CM002240.1;CM002240.1	5841047;5843119	5843051;5844006	+;+	2893	2
NCU08963	CM002240.1;CM002240.1;CM002240.1	5846121;5847578;5847844	5847391;5847760;5848244	+;+;+	1855	383
NCU08964	CM002240.1;CM002240.1;CM002240.1	5848075;5848769;5849214	5848367;5849153;5849919	-;-;-	1384	17
NCU08965	CM002240.1	5853577	5856873	-	3297	22
NCU08966	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5857726;5857726;5858098;5858098	5857890;5857849;5862295;5862295	-;-;-;-	4363	2
NCU15132	CM002240.1	5862873	5862968	+	96	0
NCU08967	CM002240.1;CM002240.1	5863305;5864276	5864210;5865729	+;+	2360	6
NCU08968	CM002240.1;CM002240.1;CM002240.1	5866022;5867117;5867555	5867058;5867492;5867792	-;-;-	1651	0
NCU08969	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5868146;5868600;5869020;5869473;5869898	5868518;5868806;5869245;5869807;5869980	+;+;+;+;+	1224	36
NCU08970	CM002240.1;CM002240.1	5871412;5871961	5871601;5872067	+;+	297	0
NCU08971	CM002240.1	5872682	5873113	+	432	0
NCU11375	CM002240.1;CM002240.1;CM002240.1	5874208;5875756;5875935	5875640;5875848;5876207	-;-;-	1799	2
NCU08972	CM002240.1;CM002240.1;CM002240.1	5877441;5877703;5878820	5877575;5878109;5878832	+;+;+	555	0
pca-1	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5882968;5883823;5884104;5884351;5884543	5883726;5884035;5884198;5884413;5884919	+;+;+;+;+	1507	6
