# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "6" "-a" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/readcounts_3.txt" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam
NCU01460	CM002240.1;CM002240.1;CM002240.1	4669152;4669736;4669986	4669594;4669838;4670292	-;-;-	853	6613	4505	5938	7385	6662	6616	6393	6815	7163	2336	2442	3331	2914	1623	1845	7751	8375	6556	4580	5199	3471	11654	14116	14222	11263	2138	2474	3668
NCU01459	CM002240.1;CM002240.1	4673281;4674659	4674194;4676687	+;+	2943	11462	8272	10553	10729	9806	10236	8410	9776	9731	6762	7098	9543	3094	1120	2340	12935	13372	10248	6321	6749	4580	15441	18443	18905	14923	2836	2652	3411
NCU01458	CM002240.1;CM002240.1	4677501;4678420	4678316;4678617	-;-	1014	1064	806	1039	773	636	609	1166	1389	1578	166	209	322	452	332	422	565	563	380	151	204	142	1048	1451	1399	1047	267	319	364
NCU01457	CM002240.1	4678870	4681856	+	2987	2283	1474	1948	1508	1222	1017	2103	2991	2725	405	430	483	650	406	387	1732	1772	1249	333	401	335	3667	4905	4716	3654	421	417	473
NCU01456	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4683246;4683246;4684746;4684746;4684885;4684885;4684951;4685673;4685673	4684680;4684680;4684813;4684813;4685576;4684890;4685576;4686957;4686957	+;+;+;+;+;+;+;+;+	3480	4724	3419	4398	3407	2908	3003	2294	2741	2654	2128	2102	2948	2255	1174	911	3613	4320	2810	1140	1548	1209	9411	11889	11490	9542	849	1056	1504
NCU01455	CM002240.1;CM002240.1	4687108;4688571	4688511;4689654	-;-	2488	2905	2536	2755	2778	2610	2479	2988	3878	3826	1199	1046	1376	836	722	582	2755	2712	1966	1180	1516	1435	4168	5041	5174	4135	812	594	739
NCU01454	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4690432;4691164;4691268;4691989	4690989;4691203;4691910;4692338	+;+;+;+	1591	5755	7573	6439	5840	5193	6089	4272	5865	5252	6847	6562	8521	1736	1963	2082	3673	3437	2904	2058	2409	2145	5356	6507	6613	5219	2216	1731	1864
NCU01453	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4692275;4692275;4692913;4692913;4693199;4693199;4693449;4693449;4693733;4693733	4692753;4692753;4693074;4693074;4693252;4693252;4693519;4693668;4694477;4694477	-;-;-;-;-;-;-;-;-;-	1660	4172	3466	4612	4479	3916	4270	2705	3145	3411	3441	3612	4787	2066	1435	1666	4637	4943	3812	2376	2790	2203	8034	9940	10094	8582	1663	1633	2157
NCU01452	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4694538;4695371;4695988;4696082;4696372	4695308;4695872;4696013;4696166;4696530	-;-;-;-;-	1543	110047	114117	106105	108300	96549	99270	98413	120957	122717	68765	74320	104211	44799	37710	30603	79471	77251	65954	51648	66550	50267	188501	219646	219061	186757	36162	35313	39827
NCU01451	CM002240.1;CM002240.1	4697052;4698169	4698112;4699062	-;-	1955	10400	7998	8749	7202	5701	5247	5824	6854	7182	5795	6587	9390	5649	2616	2777	12638	18214	8837	2482	3135	3075	25953	30929	30666	24903	6464	4982	5735
NCU01450	CM002240.1;CM002240.1	4701479;4702286	4701665;4702347	-;-	249	2	2	6	3	1	6	0	0	2	3	1	7	4	6	0	7	9	5	4	9	3	2	10	15	3	3	0	9
NCU01449	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4705718;4705718;4706158;4706158;4706306;4706306;4706512;4706512;4706642;4706642;4706893;4706893;4706951;4706951;4707183;4707183;4707333;4707333;4707437;4707437;4707773;4707773;4708757	4706089;4706089;4706227;4706227;4706391;4706391;4706541;4706541;4706804;4706804;4706896;4706896;4707106;4707106;4707265;4707265;4707375;4707375;4707684;4707684;4708931;4708583;4709289	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2772	15503	13614	14465	18354	16303	16036	12251	15139	15653	7361	7172	9260	3845	3722	3529	13997	14863	10712	6784	7950	6399	17347	20797	20708	17289	2415	3152	3970
NCU01448	CM002240.1;CM002240.1;CM002240.1	4709025;4709286;4709362	4709148;4709309;4709789	+;+;+	576	16	6	12	14	6	14	7	2	4	1	9	18	15	0	7	22	7	9	2	20	12	6	12	18	8	4	5	0
NCU01447	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4710028;4710779;4711001;4711112	4710485;4710917;4711048;4712894	+;+;+;+	2428	3705	3262	3069	4135	3785	3599	8619	10305	10379	1700	1844	2582	1139	744	828	3355	3795	2880	2263	2627	1962	6908	8663	8669	7059	699	910	1045
NCU01446	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4711446;4711446;4711446;4711769;4711769;4711769;4712019;4712019;4712019;4712451;4712451;4712451;4713085;4713085;4713085;4713451	4711689;4711689;4711689;4711940;4711940;4711940;4712377;4712377;4712377;4712781;4712640;4712781;4713246;4713443;4713166;4713631	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1646	655	592	730	648	628	700	502	630	505	385	431	664	339	196	234	616	615	527	382	394	369	1293	1628	1485	1139	175	181	168
NCU01445	CM002240.1;CM002240.1	4713859;4716622	4716557;4717467	+;+	3545	2293	2044	1991	1808	1552	1544	2049	2497	2160	1176	1291	1457	636	454	449	1691	1803	1308	587	739	609	3782	4323	4412	3704	503	474	579
NCU01444	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4718352;4719123;4719354;4719552	4718909;4719262;4719482;4720889	+;+;+;+	2165	6053	5205	5692	6288	5961	5836	4643	5082	5138	4125	3831	5082	1979	1320	1638	6270	7221	4740	3158	3625	2740	14485	16606	16234	14755	1259	1559	1807
NCU01443	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4720758;4721490;4721751;4722008;4722238;4722406;4722538;4722654;4722822;4722989;4723233	4721402;4721669;4721941;4722176;4722343;4722475;4722597;4722755;4722892;4723099;4723464	-;-;-;-;-;-;-;-;-;-;-	1937	17971	20793	18709	17400	15512	16735	20540	25355	25310	11987	12605	18160	5859	4786	5714	13333	12662	10535	7046	8309	6657	22781	28351	28808	22565	5804	4806	5192
NCU17018	CM002240.1	4724006	4725468	-	1463	686	882	706	631	534	628	225	355	355	1203	1077	1376	526	377	506	380	437	356	286	356	269	515	601	612	586	508	454	429
NCU01442	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4728515;4729061;4729757;4729909;4730071;4730419;4730897	4728993;4729690;4729847;4730013;4730314;4730820;4731517	+;+;+;+;+;+;+	2572	1630	1920	1785	1923	1772	2085	1124	1560	1227	1529	1634	2031	540	345	557	1592	1440	1232	733	814	609	1554	2035	2132	1691	468	417	287
NCU01441	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4730947;4731447;4731577;4731841;4732051	4731344;4731480;4731758;4731914;4732373	-;-;-;-;-	1011	5765	7182	5697	5885	5722	6529	2799	3599	3457	7250	7794	11245	2953	1779	2523	3412	3346	3600	1945	2414	2170	6195	7412	7508	6450	3727	2513	2834
NCU10220	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4732563;4733132;4733406;4733705	4732964;4733277;4733639;4733934	-;-;-;-	1012	1200	1126	1085	1240	1113	1038	933	1225	1211	339	269	430	484	338	361	758	707	670	368	397	423	1418	1543	1745	1344	288	460	564
NCU01440	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4734286;4735375;4735650;4735779;4739693;4739970;4740215	4735316;4735589;4735723;4739631;4739882;4740102;4741305	-;-;-;-;-;-;-	6587	15674	12418	13828	14662	12394	11799	9485	12471	10243	7214	6730	8932	3449	2554	2593	13974	14058	10806	5290	5984	5595	23210	27849	28052	22887	2808	2464	3154
NCU01439	CM002240.1;CM002240.1	4742527;4744892	4744830;4745460	-;-	2873	74752	96618	71634	50831	43451	53182	26649	34199	34177	161030	168692	220780	28853	15680	23451	28995	28750	22900	11937	15968	15679	48410	56495	56332	47435	46223	27000	25311
NCU01438	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4746171;4746991;4747374;4748172;4748329	4746925;4747316;4748093;4748251;4748649	-;-;-;-;-	2202	56459	48685	54527	47063	40125	44832	35446	46793	44625	844	897	1266	20959	18786	19001	40950	41018	31106	18717	21526	19133	84594	107850	107913	83391	16414	15743	17650
NCU10143	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4750528;4750971;4751947;4752205;4753487;4754808	4750907;4751888;4752148;4753428;4754740;4755254	+;+;+;+;+;+	4425	4183	3528	3900	3818	3300	3490	5073	7043	5853	4042	4081	5338	1020	792	731	3642	3633	2545	1293	1635	1454	5915	6558	6752	5625	647	667	730
NCU10144	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4755823;4756075;4756681;4756955;4757306	4755999;4756591;4756885;4757209;4757713	+;+;+;+;+	1562	119	267	111	137	135	150	84	102	129	61	45	91	21	24	30	44	49	26	39	26	22	67	91	76	75	6	31	19
NCU01436	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4757550;4757616;4758037;4758037;4758343	4757959;4757959;4758243;4758356;4758629	-;-;-;-;-	1003	15947	16225	16282	17575	15270	16791	15592	17960	17729	9440	9887	13774	6415	4506	6044	16889	17158	14830	9903	12268	8684	31568	39883	39617	31409	4392	5210	6495
NCU01435	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4758899;4759496;4759648;4759811;4760264	4759432;4759577;4759747;4760207;4761774	+;+;+;+;+	2624	4101	3139	3995	3663	3053	3165	4669	5541	5402	1192	1254	1473	1002	762	676	3581	3900	2741	1209	1481	1222	6298	7176	7649	5949	639	850	918
NCU01434	CM002240.1	4762199	4763389	+	1191	658	525	633	796	869	837	645	732	803	229	217	417	334	215	180	726	732	598	345	525	362	1176	1501	1638	1083	248	224	566
NCU01433	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4763438;4763810;4764384;4764687;4765234;4765418	4763749;4764296;4764627;4765125;4765314;4765965	-;-;-;-;-;-	2111	4141	3653	3838	3321	2949	2880	4366	5339	5726	1401	1646	2172	1322	1357	1165	2683	2843	2060	1159	1271	1163	5005	5938	6163	4911	877	1073	1170
NCU01432	CM002240.1;CM002240.1;CM002240.1	4766633;4767093;4767546	4767036;4767451;4767995	-;-;-	1213	1818	1790	1855	1968	1648	1791	2000	2217	2421	1244	1456	2076	939	575	653	1475	2005	1495	916	1138	719	3913	4677	4800	3630	557	630	1144
NCU01431	CM002240.1;CM002240.1;CM002240.1	4768952;4769917;4774073	4769498;4774015;4776086	+;+;+	6660	5388	4888	4948	5411	4580	4862	4211	5272	4572	4137	3581	5077	1257	840	772	4622	4666	3645	2136	2515	2218	7117	8927	8606	7135	1014	889	1201
NCU01430	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4776449;4777493;4777715;4777927	4777342;4777656;4777867;4779402	+;+;+;+	2687	804	493	971	658	690	863	494	515	508	646	874	1011	391	194	158	1463	1477	1157	917	893	702	1922	2694	2731	1824	502	244	275
NCU01429	CM002240.1;CM002240.1;CM002240.1	4777829;4779687;4779938	4779618;4779879;4781182	-;-;-	3228	21838	24059	20757	15626	14438	16770	13638	17159	16945	22240	21617	30141	8337	7405	8005	10542	9373	8598	5905	8021	6376	18166	21653	21637	18398	12133	8075	7319
NCU01428	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4781437;4781437;4781437;4782055;4782236;4782236	4783164;4781996;4781996;4782116;4783164;4783164	+;+;+;+;+;+	1728	9537	6758	9782	8257	7822	9791	10997	12036	10857	8029	9025	11955	6991	6629	4555	13126	15741	10123	6690	7964	5383	33299	42969	42409	32587	3615	6554	8706
NCU17019	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4800006;4800006;4801226;4801226;4802044	4801167;4801167;4802016;4801359;4802369	-;-;-;-;-	2279	5754	4264	5067	6821	5921	6214	4702	5392	5184	3949	4266	5742	1806	1336	1852	4849	4509	4432	4302	5024	3585	7110	8429	8809	7164	1446	1612	1590
NCU04095	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4804017;4804017;4808645;4808688	4808542;4808542;4809696;4809696	-;-;-;-	5578	1185	1087	1118	1313	1154	1077	1147	1479	1236	1045	840	1299	535	427	288	1445	1526	1080	485	617	475	2843	3367	3345	2906	298	370	536
NCU04096	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4812741;4812741;4813159;4813159;4813350;4813350;4813597	4813041;4813041;4813226;4813226;4815929;4813517;4815929	+;+;+;+;+;+;+	2949	65	34	61	82	102	64	41	60	92	78	72	109	24	35	15	99	78	49	9	16	37	134	160	157	109	6	23	15
NCU04097	CM002240.1	4817487	4819056	+	1570	7892	8413	8374	10325	9815	10633	10430	12684	12724	7352	7758	10750	3909	4103	4877	5351	4555	4653	4013	5183	3774	5861	7175	7209	5865	3791	3323	3641
NCU04098	CM002240.1;CM002240.1;CM002240.1	4818931;4819423;4819777	4819319;4819705;4819944	-;-;-	840	3393	3718	3699	3446	3192	3114	4493	5349	5200	2088	2120	3792	1844	1701	1571	3306	2949	2403	1810	2527	1930	5068	6273	6291	4999	1328	1166	2130
NCU04099	CM002240.1;CM002240.1	4821584;4821806	4821644;4822949	+;+	1205	491	589	381	421	442	463	409	540	427	155	181	228	213	115	104	463	460	382	179	221	185	691	891	795	654	234	153	398
NCU04100	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4823431;4823853;4825721;4825964	4823775;4825601;4825855;4826401	-;-;-;-	2667	12736	10803	12084	10451	9812	9984	8465	10921	9598	5547	6212	8760	3263	2778	2159	9450	9912	7187	4339	4734	4501	18820	23764	23686	18117	2347	2324	2493
NCU04101	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4827354;4827643;4827862;4828422;4828895;4830488	4827581;4827790;4828345;4828837;4830425;4830766	-;-;-;-;-;-	3086	4367	3838	4081	4033	3624	3871	3118	3782	3690	2779	3025	3742	1332	936	950	4008	4080	2948	1719	1715	1777	6677	8068	8001	6493	953	894	719
NCU04102	CM002240.1;CM002240.1;CM002240.1	4831829;4834435;4834657	4834340;4834584;4835363	-;-;-	3369	2979	2000	2432	1628	1318	1179	1120	1433	1209	909	941	1172	605	344	381	1696	1643	965	279	277	371	4440	5381	5465	4062	282	342	341
NCU04103	CM002240.1;CM002240.1	4838755;4839172	4839109;4840088	+;+	1272	670	494	584	332	219	241	80	102	98	331	394	768	312	219	207	474	464	373	215	232	193	885	1184	1182	994	200	157	268
NCU04104	CM002240.1;CM002240.1;CM002240.1	4845021;4846111;4848406	4846050;4848289;4848886	-;-;-	3690	7048	5233	6361	5930	5293	4789	5583	7271	6478	1970	2250	2834	2013	1458	1173	5745	6248	4544	2301	2698	2382	12214	15568	15376	12192	1347	1380	1913
NCU04105	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4849715;4850709;4851184;4851619;4851619	4850504;4851560;4851560;4856856;4856193	+;+;+;+;+	6880	3654	3170	3256	2849	2461	2404	1803	2495	2128	2630	2524	3608	1012	820	722	2439	2445	1996	622	912	845	4508	5474	5415	4478	779	706	1069
NCU04106	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4860645;4860645;4861482;4861482;4861807;4861807;4861895;4861895;4862025;4862025;4862883	4861425;4861425;4861742;4861742;4861829;4861829;4861965;4861965;4863074;4862534;4863244	-;-;-;-;-;-;-;-;-;-;-	2356	1895	1426	1763	1975	1794	1731	1012	1497	1194	433	470	614	565	496	488	1246	1120	890	750	877	736	1695	1914	1893	1792	295	372	558
NCU04107	CM002240.1;CM002240.1	4864450;4864996	4864713;4865151	-;-	420	36	11	27	18	16	19	10	15	6	18	24	31	35	10	15	24	32	33	16	10	18	144	150	186	138	18	12	10
NCU04108	CM002240.1;CM002240.1	4866314;4867880	4867747;4869725	+;+	3280	3695	3137	3199	3858	3316	2999	1886	2433	2095	1030	1137	1386	998	1098	730	1263	1139	1108	779	1119	1039	2372	2699	2635	2385	535	658	651
NCU04109	CM002240.1;CM002240.1;CM002240.1	4869929;4870568;4871105	4870434;4871012;4871716	+;+;+	1563	9055	7269	9399	8940	8113	7648	7203	8136	8078	4114	4299	5939	3134	3022	3412	11930	12495	10448	5790	6883	4933	18515	22770	22643	18606	2383	2662	3282
NCU04110	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4871928;4872531;4872951;4873231;4873621	4872465;4872748;4873174;4873557;4874649	+;+;+;+;+	2336	7203	6359	6658	6269	5548	5603	7322	9120	8470	2875	3066	4036	2287	1726	1640	5908	6100	4411	2870	3497	2958	12089	14458	14165	11908	1443	1522	2063
NCU04111	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4874846;4875824;4876418;4877414	4875711;4876353;4877275;4878046	-;-;-;-	2887	4805	3726	4999	3892	3738	3840	3519	4157	4166	2024	1993	2592	1732	1214	1025	4827	4964	3535	2317	2656	2007	8897	11136	11630	9021	1314	1244	1453
NCU04112	CM002240.1;CM002240.1	4879246;4885606	4885045;4885861	-;-	6056	2087	1995	2042	1673	1525	1598	710	1088	812	2154	2180	2601	703	377	505	1669	1586	1283	653	716	830	2273	2868	2754	2163	875	535	689
NCU04113	CM002240.1	4892386	4895884	-	3499	2580	2184	2514	1782	1467	1588	2106	2910	2493	1422	1407	1786	809	568	548	2205	2449	1509	780	752	609	4046	5100	5153	4171	588	511	541
NCU04114	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4896094;4896499;4896704;4896829	4896326;4896586;4896764;4897404	+;+;+;+	958	27791	28620	28706	29166	27643	29096	32591	38941	35334	24514	25640	42001	16598	12855	14262	26253	25387	22023	21118	25032	19599	64251	77140	77833	64723	11289	13032	13435
NCU04115	CM002240.1;CM002240.1;CM002240.1	4897107;4897854;4898163	4897766;4898089;4898456	-;-;-	1190	6386	6229	6392	6350	5381	5410	7061	8511	7989	3732	3911	5571	2023	1804	1719	5685	5344	4131	2987	2964	2472	10799	13702	13507	11100	1477	1845	1528
NCU04116	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4898686;4898686;4899409;4899623;4899623;4899878;4899878	4899500;4899322;4899500;4899823;4899823;4900990;4900989	+;+;+;+;+;+;+	2129	2233	1677	2167	2348	1890	2109	1890	2331	2348	960	993	1291	662	473	444	2266	2255	1699	1119	1222	934	4196	4653	4825	4184	410	480	600
NCU04117	CM002240.1	4901323	4904760	+	3438	1744	1431	1764	1377	1100	977	1431	1842	1813	847	909	1170	512	392	317	1042	1292	770	446	430	426	2599	2985	2996	2424	333	287	339
NCU04118	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4906279;4906881;4907056;4908417	4906785;4906961;4908332;4908872	+;+;+;+	2321	14804	19745	14337	13296	11117	12004	6984	9638	8532	9172	8436	12089	3197	3793	4089	6715	6163	5298	3241	3627	3698	7669	9025	9189	7162	4504	3611	2858
NCU04119	CM002240.1;CM002240.1;CM002240.1	4908883;4909842;4910482	4909767;4910413;4910834	-;-;-	1810	6356	5108	6042	5447	4507	4735	5133	6244	6488	2859	2769	3853	1991	1305	1398	5984	6100	4153	2368	2928	2228	8556	10105	9837	8459	1278	1487	1917
NCU04120	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4911110;4911596;4911766;4911963;4912149;4912425	4911443;4911652;4911781;4912088;4912361;4913296	+;+;+;+;+;+	1618	40567	48050	40838	40019	36956	37602	30803	36779	35308	28247	33134	51371	15982	13830	13364	29692	29464	24542	18817	24047	17940	54666	68081	66781	53738	12087	13004	20357
NCU04121	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4914071;4914468;4914661;4914911;4917098	4914382;4914591;4914849;4917029;4917573	+;+;+;+;+	3220	9276	7986	8720	8361	7169	7246	7003	9314	8712	4448	4005	5021	2359	2137	1836	8129	8216	5941	3298	3549	3270	14700	17457	17110	14319	1835	1728	1713
NCU04122	CM002240.1;CM002240.1;CM002240.1	4917314;4918086;4918761	4917986;4918686;4919726	-;-;-	2240	3506	1945	4895	3164	2808	3241	2112	2614	2559	1934	2115	2878	3360	1639	1935	3775	3797	3256	1633	1973	1396	5097	6457	6330	4989	2167	1896	3167
NCU04123	CM002240.1;CM002240.1	4920230;4920615	4920489;4920752	-;-	398	6	7	14	18	20	16	0	2	7	6	11	21	17	12	17	17	11	20	11	9	4	22	35	29	40	9	13	18
NCU04124	CM002240.1;CM002240.1;CM002240.1	4922401;4925084;4925327	4925007;4925251;4925861	-;-;-	3310	3820	3725	3675	3695	3430	3751	2512	2871	2879	2236	2470	3281	1028	813	734	3462	3593	2681	1719	2068	1771	5371	6888	6804	5573	761	752	598
NCU04125	CM002240.1;CM002240.1	4925942;4926333	4926256;4930049	+;+	4032	4460	4054	4120	3927	3479	3664	2851	3543	3258	2447	2442	3059	1256	1004	798	3726	3772	2792	1867	2010	1831	6352	7605	7469	6286	924	813	715
NCU15123	CM002240.1	4930235	4930320	+	86	0	1	0	0	1	1	3	1	1	3	0	1	0	5	4	0	1	4	4	4	0	3	3	3	3	2	1	2
NCU15124	CM002240.1	4932322	4932418	+	97	8	0	14	7	7	5	8	18	10	0	7	6	24	32	11	11	21	6	5	8	7	16	12	30	9	17	5	38
NCU04126	CM002240.1	4933884	4934715	+	832	269	281	231	346	281	356	178	236	265	212	178	253	171	135	167	312	338	329	194	191	183	287	305	311	238	137	128	214
NCU04127	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4934983;4935259;4935371;4935437;4935527	4935190;4935312;4935378;4935461;4935990	+;+;+;+;+	759	13259	14348	14316	17117	15514	14862	19309	22229	21568	6644	7428	10831	5524	4864	6167	14753	13424	12226	8353	9785	7338	22016	28605	28443	22072	3182	3680	4894
NCU04128	CM002240.1;CM002240.1	4936676;4937063	4936936;4937890	-;-	1089	13	24	12	32	8	9	5	13	14	7	5	10	7	0	6	18	17	7	12	15	15	32	24	25	17	5	3	4
