# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-t" "CDS" "-g" "gene_name" "-s" "0" "--primary" "-a" "/home/zlewis/Genomes/Neurospora/Nc12_RefSeq/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.gtf" "-o" "/scratch/evt82290/RNAseq/qa-suz12/counts/readcounts_newseq.txt" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam
NCU08151	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3550169;3550472;3551441;3551617;3551884	3550336;3551372;3551556;3551810;3552079	-;-;-;-;-	1575	427	505	260	1262	1455	1479	1217	253	186	340	69	44	189	60	158	20	12	13	365
NCU08152	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3555373;3555506;3555809;3556434;3557119	3555421;3555749;3556373;3557046;3557261	+;+;+;+;+	1614	9	34	0	23	52	28	35	77	12	46	14	4	6	2	12	2	8	7	106
NCU08153	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3558226;3558723;3558936;3559146;3559311;3559644	3558660;3558885;3559092;3559248;3559565;3560420	+;+;+;+;+;+	1890	61	64	14	64	76	65	79	28	12	32	72	16	38	4	54	2	5	4	48
NCU08154	CM002242.1;CM002242.1	3561327;3561796	3561774;3562790	+;+	1443	171	89	133	201	290	221	191	129	24	145	1260	377	1703	208	1063	16	0	1	60
NCU08155	CM002242.1;CM002242.1	3564046;3564275	3564209;3564641	-;-	531	2678	1135	2344	2713	3313	3311	2617	7594	3584	8167	9363	8322	66297	3110	18061	429	70	26	7345
NCU08156	CM002242.1;CM002242.1	3567258;3568433	3568272;3568590	-;-	1173	612	175	648	374	530	482	386	3010	1221	3871	3968	2257	14330	1582	5189	60	26	8	3518
NCU08157	CM002242.1	3569415	3571817	-	2403	1020	809	578	2491	3140	2959	2320	366	153	417	481	263	739	287	950	117	25	28	384
NCU08158	CM002242.1;CM002242.1	3572962;3574376	3574231;3574422	-;-	1317	550	558	330	1556	1711	1789	1394	100	60	110	47	20	126	172	182	8	8	2	104
NCU08159	CM002242.1;CM002242.1;CM002242.1	3575782;3576290;3577516	3576226;3577438;3577940	-;-;-	2019	1774	2248	928	6909	8652	8510	7123	1238	663	2143	494	422	2368	885	1476	431	83	55	1229
NCU08161	CM002242.1;CM002242.1;CM002242.1	3590497;3591550;3592009	3591479;3591891;3592093	-;-;-	1410	1235	1161	776	3111	4047	4047	3092	206	138	174	190	78	274	196	348	12	9	4	417
arg-10	CM002242.1;CM002242.1	3592700;3594152	3594045;3594206	-;-	1401	3653	3065	4606	8863	10353	10792	8932	1004	709	3115	1772	323	456	341	3417	84	38	24	880
NCU08163	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3594944;3594944;3595418;3595418;3595548;3595548	3595339;3595339;3595485;3595485;3595662;3595662	+;+;+;+;+;+	579	751	882	717	1670	2146	2156	1727	266	90	389	238	106	261	92	562	32	33	28	388
NCU08164	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3597956;3598140;3599021;3599372	3598040;3598838;3599155;3599508	+;+;+;+	1056	2565	1926	1794	5392	7030	6824	5483	1804	949	2115	741	548	1868	361	1846	56	56	20	2081
NCU08165	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3599946;3600743;3600932;3601412	3600486;3600860;3601301;3601618	-;-;-;-	1236	347	203	182	665	792	785	636	278	70	290	288	214	456	52	304	22	2	8	303
NCU08166	CM002242.1;CM002242.1	3603306;3603703	3603630;3604859	+;+	1482	1617	970	1108	2516	2943	2786	2615	5851	5835	7296	889	1055	6810	558	1766	130	109	55	4148
NCU08167	CM002242.1;CM002242.1	3605881;3607378	3607307;3607495	+;+	1545	4502	2788	2049	8816	11305	11164	8843	12237	9591	13146	543	394	1638	743	2211	255	229	220	9393
NCU08168	CM002242.1;CM002242.1;CM002242.1	3608470;3608883;3609118	3608729;3608995;3609269	+;+;+	525	1543	1384	1429	3376	4188	4359	3247	5217	2583	5257	729	537	1770	598	2266	232	64	47	5506
NCU17260	CM002242.1	3609880	3611247	+	1368	554	489	349	1236	1512	1505	1229	150	127	189	107	34	85	56	118	26	14	2	218
NCU17261	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3612864;3613469;3613714;3614498	3613395;3613662;3614438;3615704	+;+;+;+	2658	192	234	81	477	520	586	528	287	138	328	122	35	136	81	179	28	40	20	356
NCU08169	CM002242.1;CM002242.1	3617336;3617461	3617389;3618033	+;+	627	360	629	285	1852	2113	2246	1734	401	175	417	103	26	178	64	225	3	8	6	503
NCU08170	CM002242.1	3618900	3620594	+	1695	1992	2244	839	7104	8624	8339	6792	723	271	889	738	400	834	548	1809	82	12	14	1098
acw-12	CM002242.1;CM002242.1	3621405;3622173	3622090;3622632	+;+	1146	32286	52333	16785	132476	156896	157356	131697	14492	7768	16713	8286	3615	8968	4557	15193	1457	294	82	12622
NCU08172	CM002242.1;CM002242.1	3622913;3624559	3624488;3624845	-;-	1863	281	380	201	750	770	945	686	102	32	155	270	263	538	162	726	132	0	8	119
ecd-2	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3626084;3626468;3626616;3627066;3627489	3626355;3626552;3626989;3627397;3627643	-;-;-;-;-	1218	6956	8869	3742	25552	32237	31971	25441	1359	918	1183	2852	1231	3553	1376	8503	609	59	24	826
NCU10080	CM002242.1;CM002242.1	3628393;3630400	3630330;3631170	-;-	2709	819	930	542	2551	3180	3079	2533	81	58	156	82	38	54	54	156	48	36	12	194
NCU08174	CM002242.1;CM002242.1;CM002242.1	3633417;3633707;3633836	3633619;3633761;3635389	+;+;+	1812	602	807	330	1697	2073	2037	1770	110	48	189	42	14	84	32	149	5	4	2	128
NCU08175	CM002242.1;CM002242.1	3636871;3637345	3637275;3638316	-;-	1377	15	16	14	24	39	28	32	2	2	0	10	8	8	0	4	0	1	0	2
NCU08176	CM002242.1;CM002242.1	3641359;3641799	3641687;3642228	+;+	759	33	56	26	79	102	99	82	165	62	76	69	36	100	18	46	8	8	8	126
stk-51	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3642710;3642710;3643528;3645055	3643467;3645001;3644975;3645101	-;-;-;-	2339	1002	1046	797	2734	3336	3499	2797	96	98	105	103	28	73	37	168	14	20	8	250
NCU08178	CM002242.1;CM002242.1	3646130;3647314	3647242;3647448	-;-	1248	65	57	26	104	149	127	114	6	2	8	18	2	25	8	12	2	4	2	19
NCU08179	CM002242.1;CM002242.1;CM002242.1	3648431;3649073;3649496	3649011;3649432;3650015	-;-;-	1461	642	886	399	1941	2212	2245	1824	286	163	192	70	44	112	36	134	10	18	0	289
NCU17263	CM002242.1	3650708	3651925	-	1218	332	322	98	580	579	612	509	127	40	47	28	8	46	18	60	4	2	4	124
NCU08180	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3653902;3655038;3655518;3656038	3654558;3655444;3655964;3656458	-;-;-;-	1932	27	20	9	34	10	18	24	0	0	1	16	10	9	8	12	2	0	3	0
NCU11382	CM002242.1;CM002242.1	3658155;3658420	3658357;3659425	+;+	1209	66	45	31	56	50	84	81	46	19	43	16	4	47	4	47	0	0	0	48
NCU11383	CM002242.1	3659955	3662006	+	2052	380	254	208	331	332	327	234	101	44	90	14	26	14	6	36	10	16	1	141
NCU08182	CM002242.1;CM002242.1;CM002242.1	3663432;3663708;3663899	3663627;3663786;3664058	+;+;+	435	0	0	0	2	2	2	0	0	4	4	0	0	1	0	2	0	0	0	2
NCU17264	CM002242.1	3665357	3665599	+	243	20	33	16	29	34	27	38	37	13	96	92	35	118	40	128	0	0	0	67
NCU08183	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3666069;3666510;3666680;3666953	3666440;3666616;3666857;3667147	+;+;+;+	852	742	553	994	1233	1486	1426	1139	377	298	1301	350	326	817	245	1111	58	14	2	527
NCU08184	CM002242.1	3667689	3668360	+	672	240	195	215	388	449	447	380	89	38	222	102	65	207	72	222	24	0	2	101
NCU08185	CM002242.1;CM002242.1	3668593;3668593	3669753;3669753	-;-	1161	870	347	614	1338	2282	2426	1285	954	616	1329	233	364	949	156	330	10	15	6	1037
NCU08186	CM002242.1	3671438	3672067	-	630	178	488	188	669	724	839	593	71	22	97	12	2	22	34	24	12	24	17	278
NCU08187	CM002242.1	3673505	3674131	+	627	103	199	64	372	469	510	372	23	10	18	4	0	4	2	16	2	0	6	98
NCU08188	CM002242.1;CM002242.1	3676229;3677195	3677033;3677754	+;+	1365	163	374	121	322	375	345	297	32	16	41	24	6	30	14	91	16	4	8	153
NCU05749	CM002242.1;CM002242.1	3704400;3704777	3704586;3705276	-;-	687	42	19	46	92	94	89	63	10	8	32	84	14	40	18	61	0	0	2	59
NCU05750	CM002242.1;CM002242.1	3706099;3706532	3706459;3707667	-;-	1497	692	785	530	1716	1944	2126	1783	386	286	575	224	165	535	152	476	26	30	5	384
NCU05751	CM002242.1;CM002242.1;CM002242.1	3708740;3709089;3709553	3708985;3709450;3709661	-;-;-	717	60	45	39	96	128	120	109	254	68	151	260	143	843	46	219	8	0	10	163
NCU05752	CM002242.1	3710765	3712282	-	1518	2041	3003	2735	7067	7880	7734	7076	605	462	615	231	159	1023	290	794	48	30	4	502
NCU05753	CM002242.1;CM002242.1;CM002242.1	3714039;3714195;3714347	3714089;3714282;3715950	+;+;+	1743	934	1034	740	2086	2625	2643	2143	266	146	272	112	40	226	82	257	24	6	12	522
NCU05754	CM002242.1;CM002242.1	3716590;3719485	3719420;3720109	-;-	3456	71	32	11	165	181	218	170	19	14	14	8	0	14	4	18	2	4	2	14
NCU05755	CM002242.1;CM002242.1	3720912;3721291	3721231;3721642	-;-	672	80	203	59	250	306	296	208	240	106	518	64	6	63	247	72	24	4	4	126
NCU05756	CM002242.1;CM002242.1	3722521;3722874	3722814;3723929	+;+	1350	88	96	68	251	232	275	223	178	62	199	58	30	52	92	116	25	0	10	125
NCU05757	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3724398;3724512;3724690;3725177;3725613	3724409;3724604;3725064;3725511;3725634	+;+;+;+;+	837	605	616	614	1189	1350	1354	1134	356	219	517	102	76	160	48	195	11	10	4	330
pre-2	CM002242.1	3727404	3729104	+	1701	20	20	25	43	33	44	34	6	6	22	36	11	22	8	44	14	0	6	12
NCU05759	CM002242.1;CM002242.1	3730578;3730711	3730650;3731384	+;+	747	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NCU05760	CM002242.1	3732138	3732836	-	699	2	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
NCU05761	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3734347;3734815;3734989;3735276	3734734;3734911;3735165;3735555	-;-;-;-	942	3	0	8	2	0	1	4	16	4	16	2	0	2	0	2	0	4	0	16
NCU05762	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3736092;3736445;3736943;3737169;3737602	3736321;3736848;3737045;3737509;3737750	-;-;-;-;-	1227	0	0	0	0	4	0	0	0	0	6	6	0	0	0	4	2	2	8	10
NCU05763	CM002242.1;CM002242.1;CM002242.1	3738296;3738480;3738793	3738382;3738512;3738813	+;+;+	141	0	0	0	3	0	0	2	0	0	4	0	0	2	0	0	0	0	4	6
NCU17267	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3739140;3739568;3739778;3739966	3739469;3739683;3739885;3740314	-;-;-;-	903	4	0	0	2	4	4	4	0	0	0	2	0	0	6	4	4	0	0	6
NCU05764	CM002242.1	3740809	3741807	-	999	10	7	11	21	14	23	3	10	2	11	24	2	12	30	254	0	6	1	20
NCU17268	CM002242.1;CM002242.1	3742421;3743226	3743150;3743356	+;+	861	8	4	6	16	15	4	12	2	4	6	28	6	6	10	71	2	2	0	6
NCU17269	CM002242.1;CM002242.1;CM002242.1	3743514;3745701;3746086	3745638;3745951;3746097	-;-;-	2388	38	26	20	37	46	80	34	6	4	12	28	4	10	11	53	0	4	2	32
NCU17270	CM002242.1;CM002242.1;CM002242.1	3746488;3746829;3747034	3746764;3746957;3747488	+;+;+	861	0	0	0	2	6	4	2	0	0	2	14	0	2	2	34	0	0	2	6
NCU17271	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3747718;3748474;3749857;3750061	3748365;3749798;3750000;3750205	-;-;-;-	2262	44	26	16	34	65	60	37	10	2	6	14	2	4	2	24	5	2	11	20
NCU05766	CM002242.1;CM002242.1;CM002242.1	3750945;3751473;3751656	3751377;3751597;3751910	+;+;+	813	76	133	40	275	324	312	262	38	2	31	51	10	20	4	52	2	12	1	58
NCU05767	CM002242.1;CM002242.1	3756228;3757296	3757226;3758279	+;+	1983	65	42	13	43	72	92	72	12	2	18	20	2	6	4	32	2	4	6	20
poi-2	CM002242.1;CM002242.1	3759707;3759843	3759775;3760490	+;+	717	12	28	22	19	25	38	22	57	18	129	16	10	36	6	38	4	18	4	70
NCU05769	CM002242.1	3762536	3763243	-	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
cat-2	CM002242.1	3765360	3767621	-	2262	24788	23449	12879	63491	79122	78109	63340	30055	11847	18851	993	754	8877	1069	3676	614	982	416	22216
NCU05771	CM002242.1;CM002242.1	3770212;3770801	3770741;3771146	-;-	876	394	462	251	1412	1734	1881	1405	172	91	170	36	16	68	58	183	6	6	7	148
tom6	CM002242.1;CM002242.1;CM002242.1	3771642;3771892;3772018	3771770;3771938;3772024	+;+;+	183	1897	2368	1701	5360	6023	6097	5240	913	515	1113	545	185	659	489	1543	13	6	2	1347
NCU10416	CM002242.1	3772847	3773962	+	1116	98	112	76	261	290	254	229	44	32	60	58	14	63	23	70	6	0	2	79
NCU05773	CM002242.1	3775279	3777387	-	2109	0	6	4	5	16	14	12	5	0	0	0	0	0	0	0	0	2	0	4
NCU05774	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3779134;3779310;3779916;3780127	3779157;3779856;3780062;3782387	-;-;-;-	2979	0	0	0	4	0	2	0	0	0	0	4	0	0	0	0	2	4	12	0
NCU05775	CM002242.1	3784332	3786194	+	1863	2155	1404	1355	3618	4630	4465	3659	7304	4109	9147	1556	1468	8124	812	1959	102	40	39	5387
NCU17272	CM002242.1;CM002242.1	3786560;3787435	3787346;3787520	-;-	873	12	9	4	6	10	10	0	4	0	4	4	0	2	2	10	0	0	3	4
NCU05776	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3790225;3790225;3790564;3790564;3791401;3791401	3790496;3790496;3791341;3791341;3792036;3792036	-;-;-;-;-;-	1686	1113	1624	999	3731	4564	4354	3882	347	313	486	375	193	652	152	463	24	19	12	302
NCU05777	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3794940;3795138;3797354;3797541	3795081;3797266;3797421;3797568	-;-;-;-	2367	4206	5115	2547	13616	16919	16687	13671	880	786	1104	440	140	630	286	775	84	77	23	1421
NCU05778	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3798837;3799077;3799709;3799881	3798978;3799251;3799799;3800030	+;+;+;+	558	2844	3853	2452	7356	9275	9031	7719	1594	965	1852	398	369	2346	272	794	18	26	4	2346
NCU05779	CM002242.1	3800740	3801972	+	1233	14	8	8	30	64	68	56	12	4	15	18	4	87	6	4	0	2	2	6
gst-1	CM002242.1	3803416	3804126	+	711	2128	3795	1296	7562	9752	9815	7352	2468	1414	2032	358	178	891	308	1234	92	38	18	1273
NCU05781	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3804905;3805073;3805162;3805436	3805000;3805098;3805375;3805834	+;+;+;+	735	421	545	380	1520	1956	1962	1532	243	111	242	122	38	125	36	221	8	4	6	291
NCU05782	CM002242.1;CM002242.1;CM002242.1	3806993;3808631;3808811	3808570;3808743;3808964	+;+;+	1845	687	849	640	1670	2063	1946	1674	315	149	286	42	32	122	58	168	21	30	22	470
NCU05783	CM002242.1;CM002242.1	3809118;3809330	3809199;3811290	-;-	2043	764	803	624	1998	2455	2337	1851	187	85	241	142	42	127	88	173	26	14	18	280
NCU05784	CM002242.1	3813880	3814257	+	378	142	205	53	557	575	660	573	219	95	361	121	81	209	72	295	22	4	10	209
NCU05785	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3817296;3817866;3818621;3819735	3817803;3818564;3819677;3819777	+;+;+;+	2307	3302	3660	1657	10557	12497	12498	10468	1428	650	1493	533	282	1374	170	653	191	100	40	1637
NCU05786	CM002242.1;CM002242.1	3821499;3821813	3821591;3821992	+;+	273	1749	2846	1071	8447	10101	10135	8020	1213	775	1662	226	109	513	321	628	46	23	4	1104
NCU05787	CM002242.1;CM002242.1	3824850;3825386	3825235;3825497	-;-	498	6	3	7	6	13	11	17	0	2	0	1	2	2	2	8	0	0	0	0
NCU05788	CM002242.1;CM002242.1	3828392;3828645	3828509;3828823	+;+	297	96	1734	54	199	266	248	207	89	19	68	668	656	2532	1173	2028	84	0	0	47
NCU05789	CM002242.1;CM002242.1	3831220;3831451	3831386;3832153	+;+	870	5744	8246	4646	15081	16884	16945	14347	4910	2460	6263	569	518	3387	683	2242	76	56	35	5696
phy-2	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3833572;3833947;3835077;3835257;3836555;3837315	3833874;3835019;3835199;3836495;3837238;3837393	-;-;-;-;-;-	3501	125	129	35	277	290	311	273	75	24	96	118	79	278	20	109	40	11	6	109
NCU17274	CM002242.1	3838079	3838594	-	516	39	47	22	40	70	43	57	10	10	15	10	9	37	12	22	8	2	0	11
NCU05791	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3840106;3840106;3840106;3840106;3840322;3840322;3840322;3840322;3840654;3840654;3840654;3840654;3841830;3841830;3841830;3842115;3842115;3842115;3842115;3842332;3842332;3842332;3842332	3840264;3840264;3840264;3840264;3840573;3840585;3840573;3840585;3842052;3841691;3841748;3841691;3842052;3842052;3842052;3842275;3842275;3842275;3842275;3842871;3842871;3842871;3842871	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2523	2742	2231	1310	7842	9319	9459	7565	792	465	1054	457	354	1191	255	720	433	126	72	908
NCU05794	CM002242.1;CM002242.1	3850630;3851120	3851010;3851170	-;-	432	0	0	0	0	1	0	0	2	0	0	0	0	4	0	2	0	0	2	0
NCU05795	CM002242.1;CM002242.1;CM002242.1	3851699;3852276;3852799	3851810;3852730;3852843	-;-;-	612	23	17	12	52	57	58	50	10	8	22	61	12	41	20	39	0	0	4	32
NCU05796	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3854008;3854008;3854377;3854377;3854660;3854738	3854319;3854319;3854481;3854599;3854668;3854775	-;-;-;-;-;-	582	1150	1532	869	4526	5483	5402	4615	285	160	407	139	68	144	91	434	32	16	6	335
NCU05797	CM002242.1;CM002242.1;CM002242.1	3855449;3855779;3856586	3855707;3856534;3856635	+;+;+	1065	865	1128	498	2843	3196	3227	2873	253	173	316	188	31	212	122	481	12	16	2	250
NCU05798	CM002242.1;CM002242.1;CM002242.1	3859519;3861059;3861453	3860992;3861384;3861710	+;+;+	2058	289	391	208	1100	1580	1602	1186	182	80	322	138	52	158	70	198	18	10	1	254
NCU17275	CM002242.1;CM002242.1	3862825;3862825	3863133;3863133	+;+	309	91	153	94	356	432	371	349	44	15	56	49	14	26	34	107	8	2	1	34
NCU05800	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3865329;3865329;3865494;3865494;3865571;3865571;3865801;3865801	3865422;3865422;3865505;3865505;3865734;3865734;3866208;3866208	+;+;+;+;+;+;+;+	678	3644	3583	2454	9119	10748	10398	8947	1334	866	1796	746	641	1544	480	1346	24	12	6	1259
NCU05801	CM002242.1	3869401	3871590	-	2190	1080	858	1062	1919	2283	2371	2013	232	110	286	129	44	128	49	198	12	10	7	355
NCU05802	CM002242.1;CM002242.1;CM002242.1	3874499;3874900;3878375	3874832;3878308;3879107	-;-;-	4476	1489	1529	839	4408	5628	5501	4510	212	148	349	202	84	210	102	480	132	42	16	307
NCU05803	CM002242.1;CM002242.1;CM002242.1	3880952;3881229;3888690	3881111;3888592;3889244	+;+;+	8079	3155	2756	1972	7553	9211	9111	7621	317	200	332	320	96	272	120	419	128	107	65	719
NCU05804	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3891511;3891835;3892343;3892565	3891512;3892104;3892493;3892720	+;+;+;+	579	53360	72115	47768	103800	128084	127444	103157	66424	28552	78066	53897	29568	146641	21102	86210	1729	432	184	57354
NCU05805	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3895117;3895117;3895398;3895398;3895523;3895523;3895674;3895674;3895877;3895877	3895320;3895320;3895454;3895454;3895616;3895616;3895811;3895811;3897024;3897024	+;+;+;+;+;+;+;+;+;+	1641	2030	1826	1475	4251	5536	5457	4238	482	362	730	270	60	232	100	401	20	30	32	789
