# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-p" "-a" "/scratch/evt82290/histone_chaperone_plot_FINAL/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_FINAL/readcounts_FINAL.txt" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam
NCU07240	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	6127818;6128035;6128170;6128629;6128629	6127937;6128557;6128557;6129428;6129928	+;+;+;+;+	1943	5629	5299	5544	5525	5432	5895	9533	6588	1490	3959	3966	178	224	2753	4455	5933	6250	350	1417	6622	4816	577	6135	6132	5993	4054	3731	231
NCU07239	CM002240.1;CM002240.1;CM002240.1;CM002240.1	6132262;6133072;6133158;6133407	6132885;6133098;6133239;6133498	-;-;-;-	825	104	52	64	73	86	59	65	40	4	33	57	0	4	111	85	79	67	8	17	103	85	4	54	60	42	78	63	6
NCU07238	CM002240.1	6133756	6138665	+	4910	9507	10625	9544	7799	8089	7952	9292	6878	1381	9916	8726	362	379	6198	4798	7046	8215	424	1582	6952	5652	831	8598	8735	9131	4770	4054	356
NCU07237	CM002240.1;CM002240.1;CM002240.1	6138742;6138925;6139079	6138850;6139023;6139556	+;+;+	686	46	57	48	32	23	24	44	19	9	34	67	0	3	21	25	17	46	3	19	34	23	3	20	39	49	28	44	3
NCU17044	CM002240.1;CM002240.1	6152072;6152483	6152369;6153094	+;+	910	58	58	63	21	19	59	80	53	13	43	40	2	6	152	85	16	14	2	8	14	18	0	21	13	23	150	126	12
NCU07235	CM002240.1;CM002240.1;CM002240.1;CM002240.1	6155250;6155621;6156239;6156686	6155544;6156171;6156591;6157523	+;+;+;+	2037	40	27	13	8	14	23	95	43	7	5	8	0	3	20	13	4	3	0	0	1	0	4	0	0	2	41	44	0
NCU07234	CM002240.1;CM002240.1;CM002240.1	6157636;6159241;6159671	6159193;6159575;6159880	-;-;-	2103	262	173	222	121	221	172	422	318	98	551	685	26	10	50	94	249	336	12	101	373	249	37	375	374	380	299	213	4
NCU07233	CM002240.1	6159884	6161878	-	1995	1926	2175	2022	1928	2099	2464	4288	2905	673	2006	1887	111	60	855	965	2092	2105	142	1066	3814	2904	157	2037	2005	1962	1139	999	65
NCU07232	CM002240.1	6162382	6164419	-	2038	23552	18160	24067	36551	42377	23510	53862	29953	8469	6305	6840	289	220	1324	1151	85437	127517	5792	9904	41336	29923	2578	28197	28510	26625	9719	3258	295
NCU07231	CM002240.1	6166308	6168117	-	1810	318	143	239	141	132	189	209	135	30	195	192	2	17	224	194	285	280	15	48	169	177	26	217	231	242	245	223	21
NCU07230	CM002240.1;CM002240.1;CM002240.1	6173805;6174532;6175647	6174468;6175329;6175672	+;+;+	1488	150	81	142	189	201	178	149	155	11	60	107	0	2	65	35	169	103	10	64	191	217	6	60	64	84	159	183	6
NCU07229	CM002240.1;CM002240.1	6177261;6177810	6177726;6177892	+;+	549	1	16	4	12	19	14	38	33	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	13	4	0
NCU07228	CM002240.1;CM002240.1	6191093;6191672	6191600;6191712	+;+	549	11	9	3	10	8	6	213	110	38	4	6	2	0	0	0	7	9	0	0	10	0	0	9	13	6	56	52	4
NCU07227	CM002240.1;CM002240.1;CM002240.1	6192810;6193211;6193527	6193039;6193434;6193672	+;+;+	600	18	50	12	12	6	6	522	363	59	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	10	0
NCU07226	CM002240.1;CM002240.1;CM002240.1	6194674;6196762;6196898	6196693;6196833;6197388	-;-;-	2583	17	30	10	5	8	16	105	53	15	4	9	2	0	0	0	12	9	0	2	6	8	0	14	15	8	44	47	10
NCU07225	CM002240.1;CM002240.1	6198659;6199679	6199598;6199980	-;-	1242	45	25	8	32	29	27	240	135	35	8	0	0	0	4	5	2	3	4	5	7	0	0	0	4	0	19	54	4
NCU07224	CM002240.1	6201907	6203334	-	1428	15	6	8	2	5	6	54	47	14	12	27	0	0	0	8	22	4	0	0	10	0	2	12	8	10	6	4	2
NCU07222	CM002240.1	6204300	6205847	+	1548	3950	6632	3236	3597	3878	5278	4216	2697	628	2631	2802	130	148	2044	2348	1764	1586	135	497	1766	1210	106	1613	1623	1459	1386	1498	153
NCU07221	CM002240.1	6207513	6211631	+	4119	5609	7577	6172	4702	5209	6452	4203	2652	561	20360	22526	953	186	1560	2277	5135	5345	320	1557	6453	4691	693	7320	7432	7201	2177	1972	98
NCU07219	CM002240.1	6214817	6215116	+	300	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07218	CM002240.1	6217322	6218940	-	1619	21	18	11	27	23	46	146	92	10	4	3	0	0	0	7	17	14	0	0	1	3	0	8	0	8	66	94	5
NCU07217	CM002240.1	6220001	6220672	-	672	28	31	9	42	47	32	127	77	12	6	2	0	0	2	8	10	7	2	2	8	5	0	7	6	6	51	51	3
NCU07216	CM002240.1	6222268	6222909	-	642	7	13	0	6	4	11	504	381	50	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	1	4	7	4
NCU07215	CM002240.1	6223717	6224199	-	483	2	2	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07214	CM002240.1;CM002240.1;CM002240.1	6225076;6226364;6226571	6225897;6226472;6227238	-;-;-	1599	3	20	6	2	14	6	749	465	104	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCU07213	CM002240.1	6228735	6229094	-	360	0	0	0	0	2	0	19	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07212	CM002240.1;CM002240.1	6229405;6229892	6229748;6230566	-;-	1019	86	306	77	35	29	50	1091	727	156	4	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	2	0
NCU07211	CM002240.1;CM002240.1;CM002240.1	6231160;6231247;6232390	6231188;6232202;6232580	-;-;-	1176	7	14	4	3	6	6	148	119	31	0	0	0	0	4	0	2	4	0	0	0	2	0	0	0	0	6	2	0
NCU07210	CM002240.1;CM002240.1	6232861;6233619	6233496;6234598	-;-	1616	1201	933	1261	1167	1108	1080	2168	1558	296	280	297	17	43	507	577	2132	2446	129	285	1350	1005	201	1907	1933	1936	1685	1674	89
NCU07209	CM002240.1;CM002240.1	6235622;6235829	6235698;6236738	-;-	987	14	13	19	22	17	15	160	136	22	22	8	0	0	6	11	28	36	1	9	5	15	4	30	34	23	40	48	4
NCU07208	CM002240.1;CM002240.1;CM002240.1	6237807;6237920;6238128	6237853;6238061;6238634	-;-;-	696	3	3	2	0	4	4	1	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
NCU07207	CM002240.1;CM002240.1	6239638;6240714	6240399;6241091	-;-	1140	6	4	1	8	4	0	75	51	10	6	5	0	0	0	6	5	6	0	0	6	3	0	11	4	0	7	14	0
NCU15133	CM002240.1	6242743	6242855	+	113	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NCU07206	CM002240.1	6243421	6245798	+	2378	559	305	565	349	412	454	586	420	87	582	659	16	32	414	400	748	740	54	142	654	591	56	484	554	564	478	526	14
NCU11348	CM002240.1;CM002240.1;CM002240.1;CM002240.1	6246019;6246257;6246472;6247256	6246170;6246381;6247191;6247443	+;+;+;+	1185	8667	10988	9192	9409	10102	9940	18378	12666	2709	6869	9116	539	447	5287	6898	9498	10034	699	2340	11076	8206	1137	12893	12940	12851	4713	5965	316
NCU07205	CM002240.1;CM002240.1	6247448;6248723	6248638;6250397	+;+	2866	62183	78408	76271	77657	81713	107906	23464	18951	3798	86176	90182	3831	2853	65507	49342	38309	23568	2268	8459	48222	44042	753	7783	7828	7886	23527	40956	2912
NCU07204	CM002240.1	6250622	6251866	+	1245	18	12	26	60	62	70	19	26	2	21	33	2	0	20	52	18	15	0	15	45	17	0	6	10	3	6	22	4
NCU07203	CM002240.1;CM002240.1;CM002240.1	6252666;6253559;6253735	6253374;6253628;6254133	+;+;+	1178	257	227	210	215	201	203	167	122	19	261	339	11	4	58	41	222	235	4	64	167	256	10	197	171	152	67	58	2
NCU07202	CM002240.1	6254918	6256671	+	1754	218	176	153	206	252	268	233	178	14	252	332	14	3	56	75	174	264	9	91	305	273	6	283	260	232	92	76	0
NCU07201	CM002240.1;CM002240.1	6257836;6258375	6258306;6259251	+;+	1348	173	68	92	124	125	144	181	120	24	206	189	9	4	104	63	141	211	7	55	253	173	10	148	115	178	142	122	6
NCU07200	CM002240.1;CM002240.1;CM002240.1	6261577;6262295;6262890	6262239;6262812;6263248	+;+;+	1540	7492	4224	6875	7097	7690	5611	16118	12812	2408	795	719	33	267	6495	4095	2995	2213	215	1865	10064	8785	121	1119	1307	1280	2250	2808	177
NCU15134	CM002240.1	6264164	6264235	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07199	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	6264753;6265005;6265308;6266202;6266446	6264935;6265235;6266147;6266381;6266641	-;-;-;-;-	1630	128	66	103	49	84	103	191	128	47	155	194	2	2	57	61	112	146	4	24	124	75	11	170	134	136	155	97	7
NCU07197	CM002240.1;CM002240.1	6269270;6270747	6270620;6271485	+;+	2090	877	1095	925	712	800	876	3411	2154	482	1066	1236	66	29	366	463	673	919	65	175	523	504	121	1251	1213	1205	753	566	29
NCU07196	CM002240.1;CM002240.1;CM002240.1	6271879;6272325;6272815	6272250;6272753;6274690	+;+;+	2677	406	386	393	407	387	411	646	537	93	327	412	8	11	222	165	360	490	21	34	275	250	63	661	701	664	228	162	12
NCU07195	CM002240.1	6272816	6273952	-	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07194	CM002240.1;CM002240.1;CM002240.1	6276335;6276656;6277219	6276434;6277117;6277766	+;+;+	1110	95	112	71	131	139	121	153	124	20	110	150	8	8	57	66	95	96	8	26	136	105	6	79	101	113	106	71	2
NCU07193	CM002240.1;CM002240.1	6279014;6279967	6279897;6280850	+;+	1768	541	442	443	373	386	363	520	349	77	586	535	16	22	248	384	333	424	22	62	402	337	80	513	582	621	206	251	20
NCU07192	CM002240.1;CM002240.1	6282213;6284418	6284316;6285646	+;+	3333	13135	17282	12629	11515	12704	15578	10208	7749	1768	36073	33941	1456	684	7587	7850	8655	9614	524	2556	11687	8602	1165	11797	11536	11552	9030	8060	579
NCU07191	CM002240.1;CM002240.1	6286497;6288489	6288438;6290398	-;-	3852	5439	5506	4977	4145	4083	4471	5332	3891	748	3676	3575	171	183	1710	2333	3546	4489	216	642	2394	2268	575	5401	5305	5852	2315	1845	132
NCU07190	CM002240.1;CM002240.1	6293016;6294201	6294118;6295011	-;-	1914	450	374	371	343	404	368	739	512	103	314	188	7	33	346	318	420	539	16	108	416	245	50	460	481	538	455	297	14
NCU15135	CM002240.1	6293160	6293241	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU17048	CM002240.1;CM002240.1;CM002240.1;CM002240.1	6297460;6297872;6298306;6298424	6297813;6298248;6298370;6298740	+;+;+;+	1113	317	382	252	245	279	286	426	267	66	108	126	4	9	49	69	265	367	19	55	133	187	22	227	225	260	63	43	4
NCU07188	CM002240.1;CM002240.1	6299107;6300714	6300621;6301065	+;+	1867	1680	1972	1793	1614	1557	1714	3746	2548	540	894	1028	49	65	1223	865	1673	1832	93	268	1203	931	190	2100	2042	1853	985	981	48
NCU07187	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	6301441;6301441;6301441;6302241;6302241;6302241;6303549;6305697	6302157;6302157;6302157;6303468;6307132;6305421;6307132;6307132	+;+;+;+;+;+;+;+	5609	2060	1899	2043	1933	1947	1780	2779	2212	415	1256	1178	57	39	617	534	2034	2144	121	285	1156	1269	262	2492	2528	2292	670	508	54
NCU07186	CM002240.1	6308115	6309716	-	1602	28	29	25	26	11	21	101	68	16	32	5	0	0	12	13	10	4	0	2	6	12	2	18	9	10	9	3	2
NCU07185	CM002240.1;CM002240.1;CM002240.1	6310400;6310812;6311683	6310573;6311144;6311736	-;-;-	561	83	174	101	146	139	157	439	281	78	77	100	0	0	38	37	79	31	0	10	71	62	8	40	63	47	29	44	1
NCU07184	CM002240.1;CM002240.1;CM002240.1	6311484;6312004;6313083	6311923;6312590;6313200	+;+;+	1145	7	2	1	8	8	4	48	30	7	2	8	2	0	4	1	4	6	0	0	5	6	0	5	2	1	0	2	0
NCU07182	CM002240.1;CM002240.1;CM002240.1	6312556;6314689;6315530	6314635;6314936;6315790	-;-;-	2589	52846	70494	53915	50281	54148	53158	85091	60268	12936	58345	65910	3066	2934	39406	35509	42131	44865	2720	12867	63352	45242	7703	77425	77640	77417	34929	39239	1697
NCU07183	CM002240.1;CM002240.1	6313308;6314088	6314037;6314212	+;+	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07181	CM002240.1;CM002240.1	6316011;6317237	6317072;6317560	-;-	1386	234	254	232	228	291	230	387	227	71	230	240	24	4	137	133	153	110	15	44	210	134	23	150	178	175	172	167	5
NCU07180	CM002240.1;CM002240.1	6321294;6323169	6322907;6323240	-;-	1686	420	503	259	416	393	426	854	538	129	45	66	0	13	64	100	205	235	12	50	174	176	20	187	166	179	147	123	2
NCU10165	CM002240.1	6329937	6331980	-	2044	274	234	254	210	238	227	569	475	94	117	132	2	9	101	106	230	299	26	59	212	240	32	309	321	297	106	102	14
NCU10166	CM002240.1;CM002240.1	6331673;6333578	6333518;6333871	-;-	2140	509	402	472	489	458	450	933	684	114	175	171	0	12	135	83	384	463	30	73	305	389	43	557	533	434	101	127	2
NCU07178	CM002240.1	6334421	6337376	-	2956	5547	4748	5162	3887	4375	4474	5927	3930	931	3996	4114	181	162	1744	2065	6307	8162	315	861	3761	2780	872	8526	8392	8792	2772	2512	178
NCU17049	CM002240.1	6336476	6337367	+	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07177	CM002240.1	6342372	6342776	-	405	79	72	39	39	22	62	48	35	15	18	21	2	3	44	22	34	44	0	7	27	28	0	30	31	27	20	17	2
NCU07176	CM002240.1	6344006	6346229	+	2224	80	75	58	89	86	96	387	248	62	7	22	3	2	3	8	111	163	6	19	61	43	3	60	92	87	23	11	1
NCU07175	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	6344542;6344542;6347073;6347073;6348082;6348082;6348547	6347002;6347002;6348026;6348026;6348782;6348305;6348844	-;-;-;-;-;-;-	4178	3326	3020	3024	2708	2903	2856	2260	1756	391	1268	1259	56	110	2405	1671	2522	2570	164	489	2474	1923	160	1513	1560	1579	969	1644	87
NCU07174	CM002240.1	6349278	6351584	+	2307	1153	1029	1079	1110	1204	1284	1497	1045	228	400	426	18	42	481	466	1364	1556	77	231	970	900	133	1855	1682	1402	478	533	28
NCU07173	CM002240.1;CM002240.1;CM002240.1	6352180;6352998;6353775	6352771;6353614;6354748	+;+;+	2183	5633	4677	6025	4856	5088	4852	8157	5737	1298	3203	3677	180	242	2510	2465	5598	6310	349	1039	5018	3935	584	6453	6819	6127	2648	2521	186
NCU07172	CM002240.1;CM002240.1;CM002240.1;CM002240.1	6354743;6354743;6357489;6357775	6357415;6357415;6358025;6358025	-;-;-;-	3210	1276	1727	1340	1313	1428	1507	2048	1360	289	1303	1442	69	37	444	704	1058	1145	83	188	1012	1024	104	941	1021	1010	766	513	25
NCU07171	CM002240.1;CM002240.1;CM002240.1	6358108;6359284;6359940	6359221;6359715;6360167	-;-;-	1774	7146	7346	6849	7616	7904	7619	12089	8192	1773	5651	5845	276	251	4545	4142	7699	8452	394	1506	7520	5509	795	8964	9314	9316	4132	3889	169
NCU07170	CM002240.1;CM002240.1;CM002240.1	6360603;6360919;6361142	6360817;6361077;6362021	+;+;+	1254	1050	1175	1268	1551	1559	1504	2384	1670	371	890	1007	60	85	1134	883	2022	2197	132	437	2192	1358	235	2259	2018	2302	1328	1287	82
NCU17050	CM002240.1;CM002240.1	6362123;6362725	6362651;6362862	-;-	667	13	15	21	11	21	23	64	33	8	19	6	0	6	13	9	13	58	0	0	4	17	2	52	72	54	15	14	0
NCU07169	CM002240.1;CM002240.1	6363132;6364841	6364786;6365166	-;-	1981	1337	1201	1433	1285	1385	1176	2641	1795	397	840	671	30	120	933	654	2100	2613	116	354	1554	1071	255	2313	2436	2506	1259	1043	99
NCU07168	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	6366073;6366467;6367013;6367710;6369468	6366400;6366932;6367262;6368912;6370076	+;+;+;+;+	2856	464	458	527	471	570	500	989	687	158	414	397	11	18	220	212	686	802	55	118	534	498	50	594	608	554	352	347	14
NCU07167	CM002240.1;CM002240.1	6369760;6370691	6370631;6371492	-;-	1674	1784	2256	1864	2660	2868	2627	5571	3718	743	1044	1069	48	49	658	592	3084	3585	186	644	2855	2397	397	3716	3728	3916	708	711	30
NCU07166	CM002240.1	6372027	6374229	+	2203	775	888	781	878	820	694	2012	1412	342	142	180	2	19	477	348	494	558	36	92	528	414	72	884	905	829	322	354	14
NCU07165	CM002240.1;CM002240.1	6374429;6374809	6374739;6376228	+;+	1731	3197	3638	3626	3225	3580	3443	6390	4486	943	2459	2627	84	100	1291	1424	3306	3951	230	770	3680	2491	519	4831	4880	4753	1727	1579	111
NCU17051	CM002240.1	6377018	6377882	+	865	28	22	22	7	7	17	51	29	6	30	24	0	0	8	12	25	51	1	5	21	19	8	44	59	54	22	8	0
NCU07164	CM002240.1;CM002240.1	6378064;6378281	6378225;6379103	+;+	985	38	56	38	78	76	72	60	56	15	41	32	5	3	20	47	26	61	3	11	20	36	2	82	70	79	28	32	0
NCU07163	CM002240.1;CM002240.1;CM002240.1	6379932;6380037;6380554	6379972;6380469;6380604	+;+;+	525	10	14	32	11	10	24	45	40	15	22	38	4	0	10	20	9	3	0	2	8	2	0	8	11	3	45	34	6
NCU07162	CM002240.1	6380906	6384609	-	3704	307	225	219	206	216	222	367	268	71	218	184	14	14	169	158	306	313	12	77	302	243	30	305	260	303	312	182	0
NCU07161	CM002240.1;CM002240.1;CM002240.1	6385615;6385808;6386153	6385691;6385910;6386419	-;-;-	447	19	16	15	21	16	17	23	21	4	5	16	0	0	13	6	18	9	2	4	15	26	0	2	4	6	8	6	0
NCU15136	CM002240.1	6386470	6386551	+	82	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCU07159	CM002240.1;CM002240.1	6393167;6394353	6394286;6395707	+;+	2475	9735	8384	12564	7400	8002	7437	5432	5389	908	2441	2149	113	254	9696	8826	2426	1179	183	1716	11246	13777	69	562	586	509	6013	5027	467
NCU07158	CM002240.1	6395937	6399064	-	3128	2135	2046	2103	1503	1637	1895	2132	1707	302	1713	1636	87	94	1053	1024	1978	2591	96	289	1376	1172	245	2542	2660	2733	1023	1116	30
NCU07157	CM002240.1;CM002240.1	6399381;6400966	6400914;6401135	-;-	1704	210	244	202	195	158	195	643	504	117	118	171	0	10	73	130	175	175	5	17	58	78	20	295	237	220	110	91	2
NCU07156	CM002240.1;CM002240.1	6401312;6401685	6401614;6403405	+;+	2024	7579	15759	7770	7050	7559	8897	10384	8001	1638	15328	15089	627	271	4976	5845	2869	2734	146	770	3957	4401	243	2249	2223	2282	9984	5935	240
NCU07155	CM002240.1;CM002240.1;CM002240.1	6403231;6403970;6404651	6403880;6404589;6405076	-;-;-	1696	10554	10390	9691	9950	10284	10637	13858	9820	2161	6941	6929	298	475	7061	7457	8496	10380	536	1529	7237	5685	1114	11240	10790	11273	6087	6151	376
NCU07154	CM002240.1	6405455	6407902	+	2448	419	366	534	517	508	521	634	467	119	676	695	6	25	448	414	625	663	25	133	508	447	77	632	595	607	641	446	17
NCU07153	CM002240.1	6407702	6409565	-	1864	14425	15829	14211	11194	11557	11770	22763	16414	3653	5816	5646	279	428	6991	6910	8907	8419	541	1864	9831	7043	596	6227	6515	6131	7410	7316	321
NCU17053	CM002240.1;CM002240.1	6409845;6410538	6410454;6410837	-;-	910	110	101	57	57	47	73	4972	3528	779	87	91	2	4	50	27	29	29	0	10	70	32	3	46	42	60	288	363	18
NCU07152	CM002240.1;CM002240.1;CM002240.1	6411400;6411669;6411914	6411602;6411744;6412219	-;-;-	585	7	10	5	2	6	8	6921	4492	1046	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	154	7
NCU07151	CM002240.1;CM002240.1	6412876;6413529	6413415;6413555	+;+	567	2	2	0	0	0	4	559	375	51	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	28	36	6
NCU07150	CM002240.1;CM002240.1	6414593;6414906	6414800;6416401	+;+	1704	10	41	10	12	24	16	10608	7848	1625	2	2	0	0	0	0	4	2	0	0	2	2	0	1	0	12	1055	1205	62
NCU07149	CM002240.1;CM002240.1	6417640;6418190	6418005;6419476	+;+	1653	214	705	259	171	182	195	3400	2306	474	80	144	10	2	10	14	12	18	0	4	18	10	0	3	10	8	491	445	22
NCU07148	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	6420073;6420402;6420534;6421369;6421871;6422074	6420223;6420454;6420721;6421675;6421979;6422165	-;-;-;-;-;-	900	0	0	0	4	1	6	4718	3150	707	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	478	612	26
NCU07147	CM002240.1;CM002240.1;CM002240.1	6422489;6422619;6423269	6422563;6423208;6423410	+;+;+	807	0	0	4	2	7	3	4347	3019	688	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	712	47
NCU07146	CM002240.1	6423834	6427067	+	3234	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07145	CM002240.1;CM002240.1;CM002240.1;CM002240.1	6428125;6428534;6428775;6429134	6428139;6428619;6428949;6429262	+;+;+;+	405	0	0	0	4	0	0	83	72	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	37	4
NCU07144	CM002240.1	6431522	6433447	-	1926	4	32	12	10	22	26	397	315	61	10	17	2	2	0	6	4	0	0	0	0	0	2	2	2	2	129	173	14
NCU17054	CM002240.1	6435237	6435860	+	624	0	2	6	2	0	2	19	10	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07143	CM002241.1;CM002241.1;CM002241.1	1305;2202;3069	2151;2998;3239	-;-;-	1815	488	776	405	765	857	1018	2076	1480	269	1255	1223	56	10	83	106	150	252	16	131	667	457	28	250	240	226	182	165	6
NCU07142	CM002241.1;CM002241.1;CM002241.1;CM002241.1	3549;3549;4005;4014	3931;3931;4482;4454	+;+;+;+	861	1459	986	1455	1550	1819	1480	8670	5490	1244	755	742	44	75	468	385	2407	3006	146	716	2901	1736	293	3021	2933	2938	524	772	69
